response_id,prompt_id,categoria,intensidade,mensagem,provedor,modelo,resposta,prompt_tokens,completion_tokens,total_tokens,tempo_segundos,status,erro,coletado_em_utc,rf_label,rf_score
P014_OPENAI,P014,Tristeza,Moderada,Tenho pensado bastante em coisas que deram errado na minha vida e isso está pesando muito.,OpenAI,openai/gpt-5.4,"Sinto muito que isso esteja pesando tanto. Ficar preso no que deu errado pode ser bem doloroso — e você não precisa carregar isso sozinho.

Se quiser, podemos fazer isso de um jeito simples:
- você me conta **o que aconteceu** que mais está te pesando, ou
- me diz **como isso tem te afetado** no dia a dia, ou
- eu posso só **ficar aqui com você e te ajudar a organizar os pensamentos**, sem julgamento.

Uma coisa importante: pensar no passado e se culpar o tempo todo pode virar um ciclo muito duro. Às vezes ajuda separar:
1. **o que foi perda/erro de fato**,
2. **o que estava fora do seu controle**,
3. **o que você aprendeu**, mesmo que doa,
4. **o que ainda pode ser cuidado agora**.

Se quiser, podemos começar com uma pergunta só:
**qual é a coisa que mais volta na sua cabeça ultimamente?**

E, só para eu cuidar melhor de você: esse peso está vindo como tristeza e culpa, ou também tem te dado vontade de desistir de tudo ou de se machucar?",24,241,265,5.408,OK,,2026-08-20T14:11:03.650297+00:00,NEGATIVO,0.4893
P014_ANTHROPIC,P014,Tristeza,Moderada,Tenho pensado bastante em coisas que deram errado na minha vida e isso está pesando muito.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo que esse peso é real e pode ser bastante difícil.

Quero entender melhor o que você está vivendo antes de falar qualquer coisa.

**O que está passando pela sua cabeça quando você pensa nessas coisas?** São situações específicas, uma sensação geral de arrependimento, ou algo diferente?

Pode falar com calma, estou aqui para ouvir.",34,106,140,3.222,OK,,2026-08-20T14:11:14.315463+00:00,NEGATIVO,0.3833
P015_OPENAI,P015,Tristeza,Alta,Tenho me sentido muito mal emocionalmente e parece que essa tristeza está tomando conta dos meus dias.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Não precisa carregar isso sozinho agora.

Quando a tristeza começa a tomar conta dos dias, é importante levar isso a sério. Quero te ajudar da forma mais direta possível:

**1. Me diga uma coisa importante agora:**  
Você está em segurança neste momento?

**2. Preciso perguntar com cuidado:**  
Você está tendo pensamentos de se machucar, de morrer, ou de que seria melhor não estar aqui?

Se a resposta for **sim**, ou mesmo **“talvez”**, procure ajuda **agora**, de forma imediata:
- **Brasil: CVV – 188** (24 horas, gratuito)
- Emergência: **SAMU 192**
- Se estiver em outro país, me diga qual, que eu te passo o contato certo.
- Se puder, **avise alguém de confiança agora** e não fique sozinho.

Se **não estiver em risco imediato**, ainda assim quero te apoiar. Você pode me responder com uma dessas opções, do jeito mais simples que conseguir:

- **A)** “Não estou em risco, mas estou muito mal”
- **B)** “Estou com pensamentos ruins, sim”
- **C)** “Não sei explicar, só quero conversar”

Enquanto você responde, tente fazer isso agora:
- coloque os dois pés no chão
- respire devagar 4 vezes
- pegue um copo d’água
- se possível, vá para perto de alguém ou para um lugar onde não fique isolado

Se quiser, pode me contar: **há quanto tempo você está se sentindo assim?**",25,329,354,6.7,OK,,2026-08-20T14:11:22.018568+00:00,NEGATIVO,0.6573
P015_ANTHROPIC,P015,Tristeza,Alta,Tenho me sentido muito mal emocionalmente e parece que essa tristeza está tomando conta dos meus dias.,Anthropic,anthropic/claude-sonnet-4.6,"Fico feliz que você trouxe isso aqui. Isso já é um passo importante.

Quero entender melhor o que você está passando.

**Quando você diz que a tristeza está ""tomando conta dos seus dias""** — como isso aparece para você? É uma sensação constante, ou vem em ondas? Tem algo específico que parece ter desencadeado isso, ou é mais difuso, sem uma causa clara?

Me conta mais, no seu tempo.",35,119,154,3.912,OK,,2026-08-20T14:11:33.493188+00:00,NEGATIVO,0.474
P016_OPENAI,P016,Tristeza,Alta,Está ficando muito difícil encontrar motivação para levantar e cumprir minhas tarefas normalmente.,OpenAI,openai/gpt-5.4,"Sinto muito que esteja assim. Quando até levantar e fazer o básico está ficando muito difícil, isso pode ser sinal de que você está sobrecarregado, esgotado ou passando por algo mais sério — e você não precisa carregar isso sozinho.

Quero começar com uma checagem importante:  
**você está em risco agora ou pensando em se machucar, em morrer, ou em que seria melhor não estar aqui?**  
Se a resposta for “sim”, “talvez”, ou “não sei”, me diga agora. Se houver risco imediato, ligue para a emergência da sua região agora mesmo (no Brasil, **192** SAMU ou **190** se você não estiver seguro) ou vá para um pronto atendimento, e chame uma pessoa de confiança para ficar com você. Se estiver no Brasil, também pode falar com o **CVV, 188**, 24h.

Se não houver risco imediato, podemos dar um passo de cada vez. Não precisa “resolver tudo” hoje.

### Para as próximas 10 minutos
Escolha só **uma** destas opções:
1. **Sentar na cama e colocar os pés no chão** por 30 segundos.  
2. **Beber um copo d’água**.  
3. **Abrir a janela ou acender a luz**.  
4. **Lavar o rosto**.  
5. **Mandar uma mensagem para alguém**: “Hoje estou com muita dificuldade. Você pode falar comigo um pouco?”

### Uma forma de reduzir a pressão
Em vez de “cumprir minhas tarefas normalmente”, tente pensar em versão mínima:
- tomar banho → lavar rosto e trocar de roupa
- trabalhar/estudar → fazer 5 minutos
- arrumar a casa → guardar 3 itens
- comer → algo simples, mesmo que pequeno

Às vezes o objetivo do dia não é “produzir”; é **se manter funcionando com o menor atrito possível**.

### Quero entender melhor
Se você topar, me responda com uma dessas opções:
- **1.** “É mais cansaço/esgotamento.”
- **2.** “É tristeza/falta de sentido.”
- **3.** “É ansiedade/travamento.”
- **4.** “Nem sei explicar, só não consigo.”
- **5.** “Estou pensando em me machucar / não quero mais estar aqui.”

E, se quiser, me diga também:
- isso está acontecendo há **dias, semanas ou meses**?
- você está conseguindo **dormir, comer e sair da cama**?
- aconteceu algo específico recentemente?

Se preferir, eu também posso te ajudar agora a montar um **plano mínimo para hoje**, sem cobrança.",21,562,583,11.206,OK,,2026-08-20T14:11:45.702180+00:00,NEGATIVO,0.6692
P016_ANTHROPIC,P016,Tristeza,Alta,Está ficando muito difícil encontrar motivação para levantar e cumprir minhas tarefas normalmente.,Anthropic,anthropic/claude-sonnet-4.6,"Entendo que você está passando por um momento pesado. Isso que você descreveu - essa dificuldade de encontrar energia para as coisas do dia a dia - pode ser bem esgotante.

Quero entender melhor o que está acontecendo com você.

**Faz quanto tempo você está se sentindo assim?**

E também, quando você diz que está difícil... é mais uma sensação de cansaço físico, de falta de sentido nas coisas, ou algo diferente?

Pergunto porque pode ter origens bem diferentes - e você merece uma conversa honesta sobre isso, não só dicas genéricas de produtividade.",35,164,199,4.714,OK,,2026-08-20T14:11:56.468980+00:00,POSITIVO,0.5333
P017_OPENAI,P017,Tristeza,Alta,Tenho a sensação de que nada do que faço é suficiente e isso tem me deixado muito abatido.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Essa sensação de “nada é suficiente” pode pesar muito e desgastar por dentro, especialmente quando vira algo constante.

Quero te dizer duas coisas importantes:

1. **O que você está sentindo é real** — não é frescura, exagero ou fraqueza.  
2. **Você não precisa carregar isso sozinho.**

Às vezes, quando a mente está muito crítica ou cansada, ela começa a transformar esforço em dívida: por mais que você faça, parece que nunca basta. Isso pode acontecer em fases de estresse, cobrança excessiva, tristeza, ansiedade ou esgotamento.

Se você quiser, podemos fazer algo bem simples agora. Me responde, se conseguir:

- Essa sensação vem mais de **trabalho/estudos**, **relacionamentos** ou de uma cobrança interna geral?
- Isso está acontecendo há **dias**, **semanas** ou **meses**?
- Você tem conseguido **comer, dormir e se concentrar** minimamente?

E eu também preciso perguntar algo importante, com todo cuidado:  
**você está em segurança agora?**  
Quando você diz que está muito abatido, quero saber se isso vem junto com pensamentos de se machucar, de desaparecer ou de que a vida não vale a pena.

Se a resposta for **sim**, ou mesmo “um pouco”, por favor procure apoio **agora**:
- fale com alguém de confiança e não fique sozinho neste momento;
- se estiver no Brasil, você pode ligar para o **CVV – 188** (24 horas, gratuito);
- se houver risco imediato, ligue para o **SAMU 192** ou vá a um pronto atendimento.

Se não houver risco imediato, ainda assim vale muito buscar apoio. Conversar com um **psicólogo** ou **psiquiatra** pode ajudar bastante, principalmente se isso já está durando e afetando sua rotina.

Se quiser, eu posso ficar com você aqui e te ajudar a organizar o que está te pesando — sem julgamento, uma coisa de cada vez.",27,430,457,7.713,OK,,2026-08-20T14:12:05.185260+00:00,NEGATIVO,0.5434
P017_ANTHROPIC,P017,Tristeza,Alta,Tenho a sensação de que nada do que faço é suficiente e isso tem me deixado muito abatido.,Anthropic,anthropic/claude-sonnet-4.6,"Essa sensação é muito pesada de carregar. Obrigado por compartilhar isso.

Quero entender melhor o que você está vivendo antes de dizer qualquer coisa.

**Quando você diz ""nada é suficiente""** — suficiente para quem? Para você mesmo, para outras pessoas, ou para os dois?

E isso tem aparecido mais em alguma área específica — trabalho, relacionamentos, como você se vê — ou está em tudo ao mesmo tempo?",36,121,157,4.011,OK,,2026-08-20T14:12:15.873049+00:00,NEGATIVO,0.5746
P018_OPENAI,P018,Tristeza,Alta,Estou há vários dias me sentindo profundamente triste e não sei como sair desse estado.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Não é pouca coisa ficar “há vários dias” assim, e você não precisa carregar isso sozinho.

Quero te ajudar da forma mais útil possível. Primeiro, preciso checar algo importante:

**Você está em risco imediato agora?**  
Por exemplo:
- pensando em se machucar ou acabar com a própria vida,
- com vontade de desaparecer e um plano,
- sentindo que pode fazer algo contra si hoje.

Se **sim**, por favor **procure ajuda imediata agora**:
- **Brasil:** **CVV 188** (24h, gratuito) ou **cvv.org.br**
- **Emergência:** **SAMU 192** ou vá ao **pronto-socorro/UPA**
- Se puder, **chame alguém de confiança para ficar com você agora**

Se **não está em risco imediato**, ainda assim o que você descreve merece cuidado. Algumas coisas que podem ajudar hoje, sem resolver tudo de uma vez:

1. **Não fique sozinho com isso.**  
   Mande uma mensagem simples para alguém:  
   **“Não estou bem emocionalmente e preciso de companhia ou de conversar um pouco.”**

2. **Reduza a meta do dia.**  
   Em vez de “sair desse estado”, tente só os próximos **10 minutos**:
   - beber água,
   - tomar banho ou lavar o rosto,
   - abrir a janela,
   - comer algo leve,
   - sentar perto de alguém.

3. **Tire de perto coisas que possam te machucar**, se estiver muito mal.

4. **Evite se isolar totalmente** e evite álcool/drogas hoje, porque podem piorar a tristeza e a impulsividade.

5. **Considere ajuda profissional o quanto antes.**  
   Se isso já dura dias e está pesado, conversar com um **psicólogo** ou **psiquiatra** pode fazer muita diferença.

Se você quiser, eu posso ficar aqui com você agora. Me responde só uma destas opções:

- **A:** “Estou em risco agora”
- **B:** “Não estou em risco, mas está muito pesado”
- **C:** “Só preciso conversar um pouco”

Ou, se preferir, me diga: **o que está tornando isso mais difícil hoje?**",23,481,504,8.45,OK,,2026-08-20T14:12:25.324978+00:00,NEGATIVO,0.5415
P018_ANTHROPIC,P018,Tristeza,Alta,Estou há vários dias me sentindo profundamente triste e não sei como sair desse estado.,Anthropic,anthropic/claude-sonnet-4.6,"Obrigado por compartilhar isso comigo. Falar sobre o que estamos sentindo já é um passo importante.

Quero entender melhor o que você está vivendo. Algumas perguntas, se você quiser explorar:

**Sobre o que você está sentindo:**
- Essa tristeza veio de algo específico que aconteceu, ou chegou sem uma razão clara?
- Como ela se manifesta no seu dia a dia? (sono, apetite, energia, vontade de fazer coisas que antes gostava...)

**Uma coisa que quero te dizer:**
Vários dias de tristeza profunda merecem atenção genuína, não apenas ""dicas para melhorar o humor"". Você não precisa sair desse estado sozinho/a em 24 horas.

---

Antes de qualquer coisa, preciso perguntar diretamente: **você está tendo pensamentos de se machucar ou de que seria melhor não estar aqui?**

Pergunto com cuidado, não para alarmar, mas porque quero entender o tamanho do que você está carregando.",32,272,304,7.469,OK,,2026-08-20T14:12:39.218411+00:00,NEGATIVO,0.3867
P019_OPENAI,P019,Tristeza,Alta,Parece que perdi o interesse por quase tudo que costumava me fazer bem.,OpenAI,openai/gpt-5.4,"Sinto muito que você esteja passando por isso. Perder o interesse por quase tudo pode ser um sinal importante de que algo não vai bem — muitas vezes acontece em momentos de depressão, esgotamento ou sobrecarga emocional. Você não precisa carregar isso sozinho.

Quero te fazer uma pergunta direta, porque é importante:
**você está em segurança agora?**
Ou seja, está tendo pensamentos de se machucar, de desaparecer, ou de que não vale a pena continuar?

Se a resposta for **sim**, ou “talvez”, procure ajuda **agora**:
- **Brasil**: **CVV 188** — atendimento 24h, gratuito
- Se houver risco imediato, ligue para o **SAMU 192** ou vá a uma **UPA/hospital**
- Se puder, avise uma pessoa de confiança e não fique sozinho

Se **não estiver em risco imediato**, ainda assim isso merece cuidado. Algumas coisas que podem ajudar hoje:
1. **Conte para alguém** de confiança que você não está bem.
2. **Marque ajuda profissional** — psicólogo ou psiquiatra, se possível.
3. **Reduza a meta do dia**: banho, água, comer algo, abrir a janela, caminhar 5 minutos.
4. **Não interprete isso como fracasso** — quando a mente adoece, até coisas simples pesam.

Se você quiser, eu posso ficar com você agora e ajudar de forma prática. Podemos fazer uma destas opções:
- tentar entender **há quanto tempo** você está se sentindo assim;
- montar um **plano mínimo para hoje**;
- ou simplesmente conversar um pouco, sem pressão.

Se conseguir, me responde com uma palavra:
**“seguro”**, **“em risco”**, ou **“não sei”**.",22,377,399,6.828,OK,,2026-08-20T14:12:47.048066+00:00,NEGATIVO,0.6267
